run_id,filename,speaker,label,dataset,channel,duration_s,sample_rate,vad_status,speech_s,score,checkpoint,frozen_commit,notes
ood,genuine_studio_0,n/a,genuine,asvspoof,studio,4.037500,16000,PASS,0.700000,0.000079,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_studio, 5 segments of LA_E_4770353, 13.01 s, segment overlap 0.44"
ood,genuine_studio_1,n/a,genuine,asvspoof,studio,4.037500,16000,PASS,4.020000,0.015627,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_studio, 5 segments of LA_E_4770353, 13.01 s, segment overlap 0.44"
ood,genuine_studio_2,n/a,genuine,asvspoof,studio,4.037500,16000,PASS,4.020000,0.003310,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_studio, 5 segments of LA_E_4770353, 13.01 s, segment overlap 0.44"
ood,genuine_studio_3,n/a,genuine,asvspoof,studio,4.037500,16000,PASS,4.020000,0.000200,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_studio, 5 segments of LA_E_4770353, 13.01 s, segment overlap 0.44"
ood,genuine_studio_4,n/a,genuine,asvspoof,studio,4.037500,16000,PASS,4.020000,0.000459,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_studio, 5 segments of LA_E_4770353, 13.01 s, segment overlap 0.44"
ood,genuine_phone_0,speaker_b,genuine,internal,phone,4.037500,16000,PASS,1.700000,0.004893,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_phone, 5 segments of Goutham.mp4, 88.66 s, segment overlap 0.00"
ood,genuine_phone_1,speaker_b,genuine,internal,phone,4.037500,16000,PASS,3.060000,0.990351,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_phone, 5 segments of Goutham.mp4, 88.66 s, segment overlap 0.00"
ood,genuine_phone_2,speaker_b,genuine,internal,phone,4.037500,16000,PASS,3.140000,0.003666,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_phone, 5 segments of Goutham.mp4, 88.66 s, segment overlap 0.00"
ood,genuine_phone_3,speaker_b,genuine,internal,phone,4.037500,16000,PASS,1.900000,0.000531,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_phone, 5 segments of Goutham.mp4, 88.66 s, segment overlap 0.00"
ood,genuine_phone_4,speaker_b,genuine,internal,phone,4.037500,16000,PASS,2.680000,0.998613,Best_LA_model_for_DF.pth,370ddbceab4344cf0e21a968520e714aee2de2d6,"genuine_phone, 5 segments of Goutham.mp4, 88.66 s, segment overlap 0.00"
